,gene1,gene2,label,meta_path,rank_percent
391,G:HGNC:28363,G:HGNC:19651,0,['GTG'],0.691
392,G:HGNC:15503,G:HGNC:22923,0,['GTG'],0.809
393,G:HGNC:12698,G:HGNC:9883,0,"['GTG', 'GMDMG']",0.662
394,G:HGNC:9123,G:HGNC:24206,0,,0.0
395,G:HGNC:13518,G:HGNC:31038,0,,0.0
396,G:HGNC:27288,G:HGNC:6135,0,,0.0
397,G:HGNC:17966,G:HGNC:20672,0,['GMDpDMG'],0.44
398,G:HGNC:25595,G:HGNC:20113,0,,0.0
399,G:HGNC:23700,G:HGNC:4475,0,,0.0
400,G:HGNC:28961,G:HGNC:24058,0,['GTG'],0.717
401,G:HGNC:17648,G:HGNC:3155,0,['GMDMG'],0.463
402,G:HGNC:808,G:HGNC:34006,0,"['GMDMG', 'GMDpDMG']",0.832
403,G:HGNC:23326,G:HGNC:10144,0,,0.0
404,G:HGNC:87,G:HGNC:30532,0,['GMDMG'],0.229
405,G:HGNC:28915,G:HGNC:22224,0,['GMG'],0.911
406,G:HGNC:15297,G:HGNC:11822,0,,0.0
407,G:HGNC:20757,G:HGNC:2300,0,,0.0
408,G:HGNC:14666,G:HGNC:21608,0,['GTG'],0.696
409,G:HGNC:19760,G:HGNC:18264,0,['GTG'],0.389
410,G:HGNC:19024,G:HGNC:13165,0,['GTG'],0.785
411,G:HGNC:20082,G:HGNC:26882,0,,0.0
412,G:HGNC:29818,G:HGNC:19661,0,['GTG'],0.601
413,G:HGNC:2891,G:HGNC:10418,0,"['GMDMG', 'GMDpDMG']",0.599
414,G:HGNC:10288,G:HGNC:12554,0,,0.0
415,G:HGNC:34423,G:HGNC:9767,0,['GTG'],0.401
416,G:HGNC:24768,G:HGNC:28228,0,,0.0
417,G:HGNC:2908,G:HGNC:26916,0,['GTG'],0.136
418,G:HGNC:32560,G:HGNC:245,0,,0.0
419,G:HGNC:16673,G:HGNC:14937,0,"['GMDMG', 'GMDpDMG']",0.959
420,G:HGNC:3208,G:HGNC:24859,0,['GMDMG'],0.847
421,G:HGNC:11806,G:HGNC:12122,0,,0.0
422,G:HGNC:1323,G:HGNC:20861,0,,0.0
423,G:HGNC:17082,G:HGNC:23069,0,['GTG'],0.586
424,G:HGNC:32378,G:HGNC:25184,0,,0.0
425,G:HGNC:10953,G:HGNC:32123,0,,0.0
426,G:HGNC:12031,G:HGNC:553,0,['GTG'],0.642
427,G:HGNC:23366,G:HGNC:4480,0,['GTG'],0.661
428,G:HGNC:20980,G:HGNC:29656,0,['GMDMG'],0.911
429,G:HGNC:16097,G:HGNC:2409,0,,0.0
430,G:HGNC:52238,G:HGNC:31709,0,,0.0
431,G:HGNC:18584,G:HGNC:23438,0,,0.0
432,G:HGNC:9580,G:HGNC:2254,0,['GTG'],0.686
433,G:HGNC:3563,G:HGNC:29069,0,,0.0
434,G:HGNC:24746,G:HGNC:25638,0,,0.0
435,G:HGNC:5610,G:HGNC:12120,0,,0.0
436,G:HGNC:9632,G:HGNC:8904,0,['GMDpDMG'],0.79
437,G:HGNC:3659,G:HGNC:16816,0,,0.0
438,G:HGNC:845,G:HGNC:3972,0,['GTG'],0.478
439,G:HGNC:32687,G:HGNC:9194,0,,0.0
440,G:HGNC:6810,G:HGNC:28743,0,"['GMDMG', 'GMDpDMG']",0.63
441,G:HGNC:29174,G:HGNC:6735,0,,0.0
442,G:HGNC:23627,G:HGNC:23455,0,,0.0
443,G:HGNC:28804,G:HGNC:37096,0,,0.0
444,G:HGNC:2720,G:HGNC:10642,0,"['GMDMG', 'GMDpDMG']",0.627
445,G:HGNC:32055,G:HGNC:15196,0,,0.0
446,G:HGNC:33680,G:HGNC:15746,0,,0.0
447,G:HGNC:492,G:HGNC:8092,0,"['GMG', 'GMDpDMG']",0.532
448,G:HGNC:15892,G:HGNC:13281,0,,0.0
449,G:HGNC:24059,G:HGNC:31761,0,,0.0
450,G:HGNC:16116,G:HGNC:34311,0,,0.0
451,G:HGNC:44164,G:HGNC:6163,0,,0.0
452,G:HGNC:6953,G:HGNC:20208,0,['GTG'],0.389
453,G:HGNC:667,G:HGNC:33649,0,,0.0
454,G:HGNC:52246,G:HGNC:26818,0,['GTG'],0.838
455,G:HGNC:32120,G:HGNC:30001,0,,0.0
456,G:HGNC:16524,G:HGNC:51913,0,,0.0
457,G:HGNC:10149,G:HGNC:13055,0,,0.0
458,G:HGNC:15162,G:HGNC:29404,0,,0.0
459,G:HGNC:15178,G:HGNC:30672,0,,0.0
460,G:HGNC:24826,G:HGNC:37241,0,,0.0
461,G:HGNC:24908,G:HGNC:10889,0,['GTG'],0.264
462,G:HGNC:21707,G:HGNC:218,0,,0.0
463,G:HGNC:14852,G:HGNC:18725,0,['GTG'],0.86
464,G:HGNC:29513,G:HGNC:4453,0,"['GMDMG', 'GMDpDMG']",0.366
465,G:HGNC:27333,G:HGNC:8514,0,,0.0
466,G:HGNC:20293,G:HGNC:16703,0,['GTG'],0.66
467,G:HGNC:9165,G:HGNC:33035,0,,0.0
468,G:HGNC:33015,G:HGNC:17123,0,,0.0
469,G:HGNC:28987,G:HGNC:4399,0,['GMDpDMG'],0.658
470,G:HGNC:18136,G:HGNC:8864,0,,0.0
471,G:HGNC:25502,G:HGNC:9223,0,['GMDMG'],0.313
472,G:HGNC:28280,G:HGNC:19027,0,['GMDpDMG'],0.623
473,G:HGNC:30836,G:HGNC:14697,0,,0.0
474,G:HGNC:23523,G:HGNC:6118,0,,0.0
475,G:HGNC:10573,G:HGNC:30132,0,,0.0
476,G:HGNC:3433,G:HGNC:26089,0,['GMDMG'],0.769
477,G:HGNC:28977,G:HGNC:28675,0,['GMDpDMG'],0.967
478,G:HGNC:13221,G:HGNC:25097,0,['GTG'],0.383
479,G:HGNC:21343,G:HGNC:16631,0,,0.0
480,G:HGNC:12787,G:HGNC:21204,0,"['GMG', 'GMDMG', 'GMDpDMG']",0.848
481,G:HGNC:9813,G:HGNC:27845,0,['GTG'],0.555
482,G:HGNC:21165,G:HGNC:18260,0,['GTG'],0.707
483,G:HGNC:25594,G:HGNC:21735,0,['GTG'],0.897
484,G:HGNC:29553,G:HGNC:29596,0,,0.0
485,G:HGNC:3491,G:HGNC:54084,0,,0.0
486,G:HGNC:28491,G:HGNC:18327,0,,0.0
487,G:HGNC:18318,G:HGNC:21592,0,,0.0
488,G:HGNC:26565,G:HGNC:5990,0,,0.0
489,G:HGNC:29536,G:HGNC:490,0,['GTG'],0.798
490,G:HGNC:33628,G:HGNC:10207,0,,0.0
491,G:HGNC:15708,G:HGNC:28501,0,,0.0
492,G:HGNC:8739,G:HGNC:11758,0,['GMG'],0.907
493,G:HGNC:24074,G:HGNC:26273,0,,0.0
494,G:HGNC:21483,G:HGNC:28844,0,['GMDMG'],0.833
495,G:HGNC:26685,G:HGNC:21549,0,,0.0
496,G:HGNC:34037,G:HGNC:31810,0,,0.0
497,G:HGNC:14953,G:HGNC:10977,0,,0.0
498,G:HGNC:16610,G:HGNC:6441,0,['GTG'],0.633
499,G:HGNC:28975,G:HGNC:31823,0,['GTG'],0.775
500,G:HGNC:10875,G:HGNC:1750,0,['GTG'],0.407
501,G:HGNC:1613,G:HGNC:8161,0,,0.0
502,G:HGNC:16319,G:HGNC:27266,0,,0.0
503,G:HGNC:31803,G:HGNC:25555,0,,0.0
504,G:HGNC:21197,G:HGNC:25536,0,,0.0
505,G:HGNC:11422,G:HGNC:8017,0,['GTG'],0.624
506,G:HGNC:32040,G:HGNC:20993,0,,0.0
507,G:HGNC:32605,G:HGNC:28489,0,,0.0
508,G:HGNC:10701,G:HGNC:8690,0,,0.0
509,G:HGNC:21647,G:HGNC:28685,0,['GMDpDMG'],0.461
510,G:HGNC:26508,G:HGNC:28801,0,['GTG'],0.966
511,G:HGNC:21000,G:HGNC:10683,0,['GTG'],0.768
512,G:HGNC:1632,G:HGNC:14280,0,['GTG'],0.483
513,G:HGNC:17169,G:HGNC:53514,0,,0.0
514,G:HGNC:11958,G:HGNC:30387,0,,0.0
515,G:HGNC:1649,G:HGNC:23668,0,,0.0
516,G:HGNC:10675,G:HGNC:13652,0,,0.0
517,G:HGNC:28033,G:HGNC:25917,0,['GTG'],0.796
518,G:HGNC:17556,G:HGNC:30382,0,['GMDMG'],0.047
519,G:HGNC:11026,G:HGNC:35459,0,['GMDMG'],0.32
520,G:HGNC:17379,G:HGNC:19719,0,['GTG'],0.723
521,G:HGNC:21637,G:HGNC:14370,0,['GTG'],0.341
522,G:HGNC:9852,G:HGNC:23497,0,,0.0
523,G:HGNC:30423,G:HGNC:24993,0,['GTG'],0.489
524,G:HGNC:16495,G:HGNC:18211,0,,0.0
525,G:HGNC:31762,G:HGNC:4449,0,['GTG'],0.366
526,G:HGNC:21688,G:HGNC:27880,0,,0.0
527,G:HGNC:21637,G:HGNC:23801,0,"['GMDMG', 'GMDpDMG']",0.707
528,G:HGNC:14966,G:HGNC:25151,0,"['GDpDG', 'GTG']",0.67
529,G:HGNC:18222,G:HGNC:15961,0,,0.0
530,G:HGNC:28483,G:HGNC:28539,0,['GTG'],0.786
531,G:HGNC:17948,G:HGNC:20453,0,,0.0
532,G:HGNC:33285,G:HGNC:4270,0,,0.0
533,G:HGNC:20709,G:HGNC:6864,0,,0.0
534,G:HGNC:28086,G:HGNC:26456,0,,0.0
535,G:HGNC:11879,G:HGNC:12479,0,['GMDpDMG'],0.788
536,G:HGNC:661,G:HGNC:44440,0,,0.0
537,G:HGNC:6003,G:HGNC:10914,0,['GTG'],0.804
538,G:HGNC:24659,G:HGNC:2914,0,['GTG'],0.206
539,G:HGNC:15034,G:HGNC:26773,0,,0.0
540,G:HGNC:31868,G:HGNC:44097,0,,0.0
541,G:HGNC:2555,G:HGNC:5004,0,"['GDpDpDG', 'GMDMG']",0.908
542,G:HGNC:11536,G:HGNC:17997,0,['GDpDpDG'],0.608
543,G:HGNC:33351,G:HGNC:34346,0,,0.0
544,G:HGNC:31641,G:HGNC:11486,0,['GTG'],0.357
545,G:HGNC:32686,G:HGNC:11534,0,,0.0
546,G:HGNC:13090,G:HGNC:7954,0,['GTG'],0.682
547,G:HGNC:32717,G:HGNC:14556,0,,0.0
548,G:HGNC:16792,G:HGNC:26647,0,,0.0
549,G:HGNC:20796,G:HGNC:6121,0,"['GTG', 'GMG']",0.733
550,G:HGNC:10288,G:HGNC:28492,0,['GTG'],0.814
551,G:HGNC:28296,G:HGNC:6275,0,,0.0
552,G:HGNC:4494,G:HGNC:32798,0,,0.0
553,G:HGNC:26098,G:HGNC:3573,0,['GTG'],0.149
554,G:HGNC:30220,G:HGNC:34407,0,,0.0
555,G:HGNC:27801,G:HGNC:26036,0,['GTG'],0.854
556,G:HGNC:15888,G:HGNC:26428,0,['GTG'],0.732
557,G:HGNC:25502,G:HGNC:12141,0,,0.0
558,G:HGNC:19320,G:HGNC:24902,0,,0.0
559,G:HGNC:5861,G:HGNC:12217,0,,0.0
560,G:HGNC:25055,G:HGNC:19262,0,['GMDMG'],0.807
561,G:HGNC:20429,G:HGNC:29413,0,['GMDpDMG'],0.983
562,G:HGNC:25598,G:HGNC:23706,0,['GTG'],0.764
563,G:HGNC:13933,G:HGNC:24077,0,,0.0
564,G:HGNC:16239,G:HGNC:17169,0,['GMG'],0.88
565,G:HGNC:29999,G:HGNC:26649,0,,0.0
566,G:HGNC:15962,G:HGNC:49760,0,,0.0
567,G:HGNC:20960,G:HGNC:32904,0,,0.0
568,G:HGNC:50434,G:HGNC:21905,0,,0.0
569,G:HGNC:28434,G:HGNC:52234,0,,0.0
570,G:HGNC:18876,G:HGNC:21148,0,,0.0
571,G:HGNC:18173,G:HGNC:32564,0,,0.0
572,G:HGNC:25624,G:HGNC:32935,0,,0.0
573,G:HGNC:20489,G:HGNC:132,0,['GMDpDMG'],0.199
574,G:HGNC:7871,G:HGNC:12422,0,['GMDpDMG'],0.331
575,G:HGNC:3481,G:HGNC:31399,0,['GMDMG'],0.466
576,G:HGNC:20814,G:HGNC:32131,0,,0.0
577,G:HGNC:25608,G:HGNC:34391,0,,0.0
578,G:HGNC:25502,G:HGNC:16217,0,,0.0
579,G:HGNC:6649,G:HGNC:19195,0,['GTG'],0.705
580,G:HGNC:6727,G:HGNC:1393,0,['GTG'],0.588
581,G:HGNC:13861,G:HGNC:4380,0,['GTG'],0.561
582,G:HGNC:25405,G:HGNC:25577,0,['GMDMG'],0.541
583,G:HGNC:26709,G:HGNC:21384,0,['GTG'],0.883
584,G:HGNC:32530,G:HGNC:29464,0,,0.0
585,G:HGNC:20313,G:HGNC:26480,0,,0.0
586,G:HGNC:31708,G:HGNC:6526,0,['GMDMG'],0.283
587,G:HGNC:1083,G:HGNC:29060,0,,0.0
588,G:HGNC:30035,G:HGNC:12146,0,,0.0
589,G:HGNC:29319,G:HGNC:34437,0,,0.0
590,G:HGNC:711,G:HGNC:21931,0,"['GTG', 'GMG', 'GMDpDMG']",0.862
591,G:HGNC:31412,G:HGNC:32665,0,,0.0
592,G:HGNC:27570,G:HGNC:28580,0,,0.0
593,G:HGNC:16077,G:HGNC:31618,0,,0.0
594,G:HGNC:31839,G:HGNC:7134,0,['GTG'],0.856
595,G:HGNC:24857,G:HGNC:37279,0,,0.0
596,G:HGNC:30261,G:HGNC:26556,0,,0.0
597,G:HGNC:20922,G:HGNC:14702,0,,0.0
598,G:HGNC:31921,G:HGNC:18415,0,,0.0
599,G:HGNC:50150,G:HGNC:37500,0,,0.0
0,G:HGNC:16890,G:HGNC:9305,1,['GTG'],0.559
1,G:HGNC:6524,G:HGNC:10481,1,['GTG'],0.736
2,G:HGNC:4635,G:HGNC:33437,1,['GMDpDMG'],0.999
3,G:HGNC:28112,G:HGNC:9137,1,['GTG'],0.995
4,G:HGNC:2279,G:HGNC:2267,1,['GTG'],0.956
5,G:HGNC:9402,G:HGNC:8591,1,['GPdPG'],0.932
6,G:HGNC:14451,G:HGNC:14450,1,"['GTG', 'GMG']",0.999
7,G:HGNC:7462,G:HGNC:7459,1,"['GDpDG', 'GDpDpDG']",0.996
8,G:HGNC:4632,G:HGNC:33437,1,['GTG'],0.956
9,G:HGNC:8590,G:HGNC:392,1,"['GTG', 'GMDpDMG']",0.999
10,G:HGNC:1133,G:HGNC:9611,1,"['GTG', 'GMDpDMG']",0.979
11,G:HGNC:16381,G:HGNC:9286,1,['GMG'],0.084
12,G:HGNC:9410,G:HGNC:10251,1,['GTG'],0.731
13,G:HGNC:830,G:HGNC:857,1,['GTG'],0.759
14,G:HGNC:393,G:HGNC:1985,1,"['GTG', 'GMDpDMG']",0.99
15,G:HGNC:22140,G:HGNC:9441,1,['GMDpDMG'],0.695
16,G:HGNC:16381,G:HGNC:9275,1,"['GMDMG', 'GMDpDMG']",0.96
17,G:HGNC:24978,G:HGNC:30252,1,"['GMDMG', 'GMDpDMG']",0.934
18,G:HGNC:17827,G:HGNC:19343,1,"['GTG', 'GMG']",0.994
19,G:HGNC:8777,G:HGNC:8784,1,"['GPdPG', 'GTG', 'GMG']",0.961
20,G:HGNC:9029,G:HGNC:18555,1,['GTG'],0.925
21,G:HGNC:12020,G:HGNC:12021,1,"['GTG', 'GMDMG']",1.0
22,G:HGNC:10481,G:HGNC:3393,1,"['GTG', 'GMDMG']",0.999
23,G:HGNC:7455,G:HGNC:7707,1,"['GDpDG', 'GDpDpDG']",0.994
24,G:HGNC:11781,G:HGNC:16255,1,['GTG'],0.988
25,G:HGNC:29037,G:HGNC:19218,1,['GTG'],0.927
26,G:HGNC:7047,G:HGNC:7048,1,['GTG'],0.989
27,G:HGNC:1165,G:HGNC:28923,1,['GTG'],0.996
28,G:HGNC:16381,G:HGNC:18583,1,"['GTG', 'GMDpDMG']",0.991
29,G:HGNC:251,G:HGNC:252,1,['GTG'],0.977
30,G:HGNC:393,G:HGNC:9441,1,"['GTG', 'GMDMG']",0.995
31,G:HGNC:9407,G:HGNC:9380,1,['GTG'],0.675
32,G:HGNC:409,G:HGNC:410,1,"['GTG', 'GMDMG', 'GMDpDMG']",0.994
33,G:HGNC:9031,G:HGNC:13414,1,['GTG'],0.987
34,G:HGNC:1118,G:HGNC:1667,1,['GTG'],0.998
35,G:HGNC:757,G:HGNC:17113,1,['GMDpDMG'],0.587
36,G:HGNC:9322,G:HGNC:25415,1,['GTG'],0.767
37,G:HGNC:9381,G:HGNC:11399,1,['GPdPG'],0.947
38,G:HGNC:9173,G:HGNC:9186,1,['GTG'],0.795
39,G:HGNC:9381,G:HGNC:11408,1,"['GTG', 'GMDMG']",0.986
40,G:HGNC:9316,G:HGNC:9322,1,['GTG'],0.699
41,G:HGNC:9402,G:HGNC:9410,1,"['GPdPG', 'GTG']",0.959
42,G:HGNC:29958,G:HGNC:19978,1,"['GTG', 'GMG']",0.921
43,G:HGNC:4637,G:HGNC:4629,1,['GTG'],0.997
44,G:HGNC:13816,G:HGNC:820,1,['GTG'],0.987
45,G:HGNC:3655,G:HGNC:2444,1,['GTG'],0.872
46,G:HGNC:4131,G:HGNC:4130,1,['GTG'],0.982
47,G:HGNC:9407,G:HGNC:9416,1,['GPdPG'],0.963
48,G:HGNC:1368,G:HGNC:1373,1,"['GTG', 'GMG']",0.977
49,G:HGNC:7455,G:HGNC:7717,1,"['GDpDG', 'GTG']",0.986
50,G:HGNC:1970,G:HGNC:1972,1,['GTG'],0.985
51,G:HGNC:1459,G:HGNC:1463,1,['GTG'],0.917
52,G:HGNC:17016,G:HGNC:17933,1,['GTG'],0.976
53,G:HGNC:9276,G:HGNC:9314,1,['GTG'],0.665
54,G:HGNC:16890,G:HGNC:9288,1,"['GTG', 'GMDMG', 'GMDpDMG']",0.704
55,G:HGNC:11503,G:HGNC:8108,1,"['GTG', 'GMDpDMG']",0.991
56,G:HGNC:2288,G:HGNC:2294,1,['GTG'],0.845
57,G:HGNC:19662,G:HGNC:7061,1,['GPdPG'],0.917
58,G:HGNC:9306,G:HGNC:9317,1,['GTG'],0.781
59,G:HGNC:9299,G:HGNC:9317,1,"['GTG', 'GMDMG']",0.891
60,G:HGNC:6863,G:HGNC:392,1,['GTG'],0.567
61,G:HGNC:9407,G:HGNC:30045,1,['GTG'],0.744
62,G:HGNC:9302,G:HGNC:9314,1,"['GDpDpDG', 'GTG', 'GMDpDMG']",0.998
63,G:HGNC:18080,G:HGNC:14269,1,['GTG'],0.928
64,G:HGNC:4131,G:HGNC:4124,1,['GTG'],0.944
65,G:HGNC:255,G:HGNC:250,1,['GTG'],0.986
66,G:HGNC:24592,G:HGNC:17885,1,['GTG'],0.997
67,G:HGNC:9304,G:HGNC:18583,1,"['GTG', 'GMDMG']",0.993
68,G:HGNC:13480,G:HGNC:8591,1,['GPdPG'],0.963
69,G:HGNC:9402,G:HGNC:392,1,['GTG'],0.751
70,G:HGNC:13538,G:HGNC:9412,1,['GTG'],0.793
71,G:HGNC:9304,G:HGNC:9319,1,"['GTG', 'GMDMG']",0.949
72,G:HGNC:13536,G:HGNC:3706,1,['GTG'],0.942
73,G:HGNC:7849,G:HGNC:7850,1,['GTG'],0.998
74,G:HGNC:393,G:HGNC:8590,1,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",0.976
75,G:HGNC:1970,G:HGNC:1973,1,"['GTG', 'GMDMG']",0.998
76,G:HGNC:2265,G:HGNC:2287,1,['GTG'],0.943
77,G:HGNC:5194,G:HGNC:5196,1,"['GTG', 'GMDpDMG']",0.999
78,G:HGNC:3655,G:HGNC:12434,1,"['GPdPG', 'GMDMG']",0.974
79,G:HGNC:9278,G:HGNC:30695,1,['GTG'],0.835
80,G:HGNC:9381,G:HGNC:1985,1,"['GTG', 'GMG', 'GMDMG']",0.962
81,G:HGNC:393,G:HGNC:30045,1,"['GTG', 'GMDMG']",0.995
82,G:HGNC:6863,G:HGNC:8591,1,['GPdPG'],0.963
83,G:HGNC:2460,G:HGNC:30045,1,['GTG'],0.79
84,G:HGNC:10251,G:HGNC:11408,1,"['GTG', 'GMDMG']",0.908
85,G:HGNC:393,G:HGNC:11408,1,"['GTG', 'GMDMG']",0.992
86,G:HGNC:9276,G:HGNC:9288,1,['GTG'],0.575
87,G:HGNC:8592,G:HGNC:6874,1,['GTG'],0.759
88,G:HGNC:9031,G:HGNC:9038,1,['GTG'],0.991
89,G:HGNC:20785,G:HGNC:19388,1,['GTG'],0.753
90,G:HGNC:9381,G:HGNC:9407,1,['GPdPG'],0.947
91,G:HGNC:2460,G:HGNC:9407,1,['GTG'],0.736
92,G:HGNC:2285,G:HGNC:2267,1,['GTG'],0.953
93,G:HGNC:9402,G:HGNC:11399,1,['GPdPG'],0.932
94,G:HGNC:16502,G:HGNC:16083,1,['GTG'],0.985
95,G:HGNC:19875,G:HGNC:4124,1,"['GTG', 'GMG']",0.999
96,G:HGNC:17825,G:HGNC:30038,1,['GTG'],0.944
97,G:HGNC:2265,G:HGNC:2294,1,['GTG'],0.985
98,G:HGNC:4123,G:HGNC:23242,1,['GTG'],0.959
99,G:HGNC:19086,G:HGNC:14068,1,['GTG'],0.976
100,G:HGNC:32249,G:HGNC:23241,0,['GMDpDMG'],0.288
101,G:HGNC:33809,G:HGNC:26814,0,,0.0
102,G:HGNC:4527,G:HGNC:28149,0,,0.0
103,G:HGNC:24522,G:HGNC:19165,0,"['GTG', 'GMDMG']",0.856
104,G:HGNC:20530,G:HGNC:7656,0,['GTG'],0.598
105,G:HGNC:33001,G:HGNC:16205,0,,0.0
106,G:HGNC:21263,G:HGNC:8522,0,['GMDMG'],0.58
107,G:HGNC:3054,G:HGNC:37153,0,,0.0
108,G:HGNC:13944,G:HGNC:1455,0,['GTG'],0.331
109,G:HGNC:22923,G:HGNC:24311,0,['GTG'],0.616
110,G:HGNC:21095,G:HGNC:33086,0,,0.0
111,G:HGNC:841,G:HGNC:18412,0,['GTG'],0.717
112,G:HGNC:28247,G:HGNC:3556,0,,0.0
113,G:HGNC:11027,G:HGNC:32635,0,,0.0
114,G:HGNC:25883,G:HGNC:23761,0,['GMDMG'],0.181
115,G:HGNC:21245,G:HGNC:10927,0,['GMDpDMG'],0.973
116,G:HGNC:2256,G:HGNC:34336,0,,0.0
117,G:HGNC:25088,G:HGNC:14509,0,['GMDpDMG'],0.738
118,G:HGNC:26998,G:HGNC:24928,0,,0.0
119,G:HGNC:1291,G:HGNC:4757,0,['GTG'],0.691
120,G:HGNC:27609,G:HGNC:4400,0,,0.0
121,G:HGNC:25559,G:HGNC:23621,0,,0.0
122,G:HGNC:29009,G:HGNC:26387,0,,0.0
123,G:HGNC:1571,G:HGNC:21408,0,,0.0
124,G:HGNC:6211,G:HGNC:24634,0,['GTG'],0.749
125,G:HGNC:29323,G:HGNC:4778,0,,0.0
126,G:HGNC:20898,G:HGNC:28994,0,['GMDMG'],0.88
127,G:HGNC:28444,G:HGNC:21289,0,,0.0
128,G:HGNC:25734,G:HGNC:27269,0,,0.0
129,G:HGNC:5429,G:HGNC:30883,0,,0.0
130,G:HGNC:5526,G:HGNC:32793,0,['GTG'],0.594
131,G:HGNC:1112,G:HGNC:33737,0,"['GMDMG', 'GMDpDMG']",0.465
132,G:HGNC:30460,G:HGNC:1858,0,,0.0
133,G:HGNC:24319,G:HGNC:32574,0,['GMDMG'],0.672
134,G:HGNC:7622,G:HGNC:1717,0,['GTG'],0.603
135,G:HGNC:19431,G:HGNC:16155,0,['GMDpDMG'],0.657
136,G:HGNC:31519,G:HGNC:15608,0,,0.0
137,G:HGNC:2290,G:HGNC:11957,0,,0.0
138,G:HGNC:18069,G:HGNC:14335,0,['GTG'],0.235
139,G:HGNC:19696,G:HGNC:1874,0,['GMDMG'],0.989
140,G:HGNC:26740,G:HGNC:29154,0,,0.0
141,G:HGNC:5457,G:HGNC:30293,0,['GMDpDMG'],0.222
142,G:HGNC:13406,G:HGNC:24936,0,,0.0
143,G:HGNC:19419,G:HGNC:7898,0,['GTG'],0.603
144,G:HGNC:16232,G:HGNC:3167,0,,0.0
145,G:HGNC:25648,G:HGNC:13347,0,['GTG'],0.654
146,G:HGNC:9182,G:HGNC:17679,0,['GTG'],0.348
147,G:HGNC:50150,G:HGNC:38218,0,,0.0
148,G:HGNC:24449,G:HGNC:51375,0,,0.0
149,G:HGNC:10847,G:HGNC:11914,0,['GTG'],0.535
150,G:HGNC:5989,G:HGNC:26494,0,,0.0
151,G:HGNC:16144,G:HGNC:2963,0,,0.0
152,G:HGNC:30465,G:HGNC:553,0,,0.0
153,G:HGNC:26714,G:HGNC:26272,0,['GTG'],0.709
154,G:HGNC:26720,G:HGNC:28736,0,,0.0
155,G:HGNC:29219,G:HGNC:21024,0,['GTG'],0.719
156,G:HGNC:37441,G:HGNC:30938,0,,0.0
157,G:HGNC:30413,G:HGNC:29993,0,,0.0
158,G:HGNC:377,G:HGNC:962,0,['GTG'],0.735
159,G:HGNC:101,G:HGNC:17094,0,,0.0
160,G:HGNC:17257,G:HGNC:5424,0,['GMG'],0.974
161,G:HGNC:20790,G:HGNC:25724,0,['GTG'],0.673
162,G:HGNC:28749,G:HGNC:20040,0,['GMDpDMG'],0.362
163,G:HGNC:21195,G:HGNC:20344,0,,0.0
164,G:HGNC:28314,G:HGNC:1811,0,,0.0
165,G:HGNC:18101,G:HGNC:24778,0,,0.0
166,G:HGNC:44,G:HGNC:16836,0,['GTG'],0.589
167,G:HGNC:636,G:HGNC:10430,0,['GMDMG'],0.231
168,G:HGNC:21605,G:HGNC:23293,0,['GTG'],0.816
169,G:HGNC:7996,G:HGNC:23927,0,['GTG'],0.631
170,G:HGNC:12336,G:HGNC:28185,0,['GTG'],0.895
171,G:HGNC:9498,G:HGNC:26877,0,['GMDpDMG'],0.802
172,G:HGNC:6375,G:HGNC:3043,0,['GTG'],0.507
173,G:HGNC:11805,G:HGNC:6011,0,['GTG'],0.119
174,G:HGNC:6807,G:HGNC:11532,0,['GTG'],0.724
175,G:HGNC:37165,G:HGNC:8568,0,"['GMDMG', 'GMDpDMG']",0.311
176,G:HGNC:11515,G:HGNC:16216,0,,0.0
177,G:HGNC:21221,G:HGNC:10492,0,['GMDMG'],0.359
178,G:HGNC:74,G:HGNC:24165,0,,0.0
179,G:HGNC:43626,G:HGNC:34370,0,,0.0
180,G:HGNC:16611,G:HGNC:4199,0,['GMDMG'],0.813
181,G:HGNC:21480,G:HGNC:28508,0,['GTG'],0.73
182,G:HGNC:3177,G:HGNC:5275,0,,0.0
183,G:HGNC:18035,G:HGNC:14448,0,,0.0
184,G:HGNC:32043,G:HGNC:20837,0,,0.0
185,G:HGNC:12509,G:HGNC:21342,0,,0.0
186,G:HGNC:30076,G:HGNC:37227,0,['GTG'],0.682
187,G:HGNC:16172,G:HGNC:32909,0,,0.0
188,G:HGNC:1224,G:HGNC:20603,0,,0.0
189,G:HGNC:18984,G:HGNC:35361,0,,0.0
190,G:HGNC:37295,G:HGNC:11976,0,,0.0
191,G:HGNC:21686,G:HGNC:17029,0,,0.0
192,G:HGNC:25858,G:HGNC:271,0,['GMDMG'],0.766
193,G:HGNC:29933,G:HGNC:12196,0,,0.0
194,G:HGNC:26643,G:HGNC:23723,0,"['GMDMG', 'GMDpDMG']",0.671
195,G:HGNC:4704,G:HGNC:33872,0,,0.0
196,G:HGNC:13782,G:HGNC:12243,0,,0.0
197,G:HGNC:26080,G:HGNC:1352,0,,0.0
198,G:HGNC:25973,G:HGNC:28867,0,['GTG'],0.486
199,G:HGNC:24709,G:HGNC:18105,0,['GMDMG'],0.255
200,G:HGNC:20263,G:HGNC:25177,0,,0.0
201,G:HGNC:28155,G:HGNC:28351,0,['GMDMG'],0.943
202,G:HGNC:9854,G:HGNC:12149,0,,0.0
203,G:HGNC:6167,G:HGNC:61,0,,0.0
204,G:HGNC:38879,G:HGNC:26054,0,,0.0
