"","gene1","gene2","HGNCID1","HGNCID2","Lin_BP","Lin_CC","Lin_MF","Resnik_BP","Resnik_CC","Resnik_MF","Wang_BP","Wang_CC","Wang_MF","Label"
"240","NM_001001683","NM_002696","HGNC:32687","HGNC:9194","0","0.463","0","0","0.282","0","0","0.818","0",0
"241","NM_002365","NM_178562","HGNC:6810","HGNC:28743","0","0","0","0","0","0","0","0","0",0
"242","NM_015275","NM_002350","HGNC:29174","HGNC:6735","0.106","0.465","0","0.051","0.114","0","0.124","0.605","0",0
"243","NM_001038705","NM_001128215","HGNC:23627","HGNC:23455","0","0","0","0","0","0","0","0","0",0
"244","NM_030792","NM_001145442","HGNC:28804","HGNC:37096","0","0","0","0","0","0","0","0","0",0
"245","NM_018482","NM_002994","HGNC:2720","HGNC:10642","0.109","0","0.416","0.028","0","0.067","0.297","0.191","0.815",0
"246","NR_029975","NM_001004752","HGNC:32055","HGNC:15196","0","0","0","0","0","0","0","0.177","0",0
"247","NR_030633","NM_006809","HGNC:33680","HGNC:15746","0","0","0","0","0","0","0","0.305","0",0
"248","NM_020475","NM_002536","HGNC:492","HGNC:8092","0.427","0.278","0.345","0.19","0.091","0.047","0.17","0.566","0.613",0
"249","NM_016045","NM_031475","HGNC:15892","HGNC:13281","0","0","0","0","0","0","0","0","0",0
"250","NM_004262","NR_029894","HGNC:24059","HGNC:31761","0.305","0.94","0","0.107","0.243","0","0.154","0.619","0.097",0
"251","NM_080721","NR_024228","HGNC:16116","HGNC:34311","0","0","0","0","0","0","0","0","0",0
"252","NM_001145712","NM_002214","HGNC:44164","HGNC:6163","0.277","0.353","0","0.096","0.07","0","0.226","0.356","0",0
"253","NM_172361","NM_080662","HGNC:6953","HGNC:20208","0.068","0.192","1","0.042","0.081","0.067","0.136","0.263","1",0
"254","NM_001664","NR_030593","HGNC:667","HGNC:33649","0.366","0","0.292","0.175","0","0.144","0.299","0","0.276",0
"255","NR_145733","NM_194285","HGNC:52246","HGNC:26818","0","0","0","0","0","0","0","0","0",0
"256","NR_030210","NR_022011","HGNC:32120","HGNC:30001","0","0","0","0","0","0","0","0","0",0
"257","NM_016322","NR_132742","HGNC:16524","HGNC:51913","0","0","0","0","0","0","0","0","0",0
"258","NR_002563","NM_005095","HGNC:10149","HGNC:13055","0","0","0","0","0","0","0","0","0",0
"259","NM_001005272","NM_052920","HGNC:15162","HGNC:29404","0","0","0","0","0","0","0","0","0",0
"260","NM_001004711","NM_007286","HGNC:15178","HGNC:30672","0","0.066","0","0","0.016","0","0","0.286","0",0
"261","NG_002699","NM_001136483","HGNC:24826","HGNC:37241","0","0","0","0","0","0","0","0","0",0
"262","NM_001099790","NM_005413","HGNC:24908","HGNC:10889","0","0","0","0","0","0","0","0","0",0
"263","NM_024315","NM_014244","HGNC:21707","HGNC:218","0","0","0","0","0","0","0","0","0",0
"264","NM_001001965","NM_001001552","HGNC:14852","HGNC:18725","0","0","0","0","0","0","0","0","0",0
"265","NM_014691","NM_004466","HGNC:29513","HGNC:4453","0.235","0.416","0","0.105","0.103","0","0.261","0.523","0",0
"266","NR_126059","NM_005602","HGNC:27333","HGNC:8514","0","0","0","0","0","0","0","0","0",0
"267","NM_032859","NM_020346","HGNC:20293","HGNC:16703","0","0.336","0","0","0.098","0","0","0.169","0",0
"268","NM_080417","NR_003308.1","HGNC:9165","HGNC:33035","0","0","0","0","0","0","0","0","0",0
"269","NR_003220.1","NM_032591","HGNC:33015","HGNC:17123","0","0","0","0","0","0","0","0","0",0
"270","NM_015155","NM_006098","HGNC:28987","HGNC:4399","0.835","0.483","0.372","0.47","0.152","0.069","0.778","0.598","0.63",0
"271","NM_016275","NM_002621","HGNC:18136","HGNC:8864","0.29","0.448","0.078","0.146","0.163","0.03","0.193","0.428","0.59",0
"272","NM_019083","NM_001159542","HGNC:25502","HGNC:9223","0","0","0","0","0","0","0","0","0",0
"273","NM_174926","NM_019594","HGNC:28280","HGNC:19027","0","0","0","0","0","0","0","0","0",0
"274","NM_172240","NM_001004702","HGNC:30836","HGNC:14697","0","0.067","0","0","0.016","0","0","0.246","0",0
"275","NM_194303","NM_001571","HGNC:23523","HGNC:6118","0","0","0","0","0","0","0","0","0",0
"276","NM_144777","NM_024897","HGNC:10573","HGNC:30132","0","0","0","0","0","0","0","0","0",0
"277","NM_001983","NM_017953","HGNC:3433","HGNC:26089","0.182","0.227","0.338","0.091","0.114","0.048","0.116","0.336","0.589",0
"278","NM_014761","NM_182607","HGNC:28977","HGNC:28675","0","0","0","0","0","0","0","0","0",0
"279","NM_022893","NM_138375","HGNC:13221","HGNC:25097","0","0.203","0.143","0","0.036","0.03","0","0.318","0.214",0
"280","NM_178130","NM_033281","HGNC:21343","HGNC:16631","0","0","0","0","0","0","0","0","0",0
"281","NM_058238","NM_001130699","HGNC:12787","HGNC:21204","0.038","0","0.459","0.018","0","0.04","0.139","0","0.577",0
"282","NM_002874","NM_001012415","HGNC:9813","HGNC:27845","0.072","0","0.209","0.025","0","0.05","0.194","0","0.47",0
"283","NM_021183","NM_017817","HGNC:21165","HGNC:18260","0.21","0.342","0","0.113","0.116","0","0.121","0.409","0",0
"284","NM_018254","NM_014368","HGNC:25594","HGNC:21735","0","0","0.995","0","0","0.148","0","0","0.963",0
"285","NM_001012716","NM_014020","HGNC:29553","HGNC:29596","0","0","0","0","0","0","0","0","0",0
"286","NM_014209","NM_001366603","HGNC:3491","HGNC:54084","0","0","0","0","0","0","0","0","0",0
"287","NM_173807","NM_031477","HGNC:28491","HGNC:18327","0","0","0","0","0","0","0","0","0",0
"288","NM_015338","NM_015381","HGNC:18318","HGNC:21592","0","0","0","0","0","0","0","0","0",0
"289","NM_144594","NM_153758","HGNC:26565","HGNC:5990","0","0","0","0","0","0","0","0","0",0
"290","NM_014994","NM_012098","HGNC:29536","HGNC:490","0.268","0.063","1","0.111","0.026","0.067","0.14","0.107","1",0
"291","NM_001007595","NR_002738","HGNC:33628","HGNC:10207","0","0","0","0","0","0","0","0","0",0
"292","NM_133367","NM_173680","HGNC:15708","HGNC:28501","0","0","0","0","0","0","0","0","0",0
"293","NM_013363","NM_006070","HGNC:8739","HGNC:11758","0","0","0.085","0","0","0.024","0","0","0.444",0
"294","NM_001012276","NM_024671","HGNC:24074","HGNC:26273","0","0","0","0","0","0","0","0","0",0
"295","NM_001029858","NM_030793","HGNC:21483","HGNC:28844","0","0","0","0","0","0","0","0","0",0
"296","NM_175884","NM_001085480","HGNC:26685","HGNC:21549","0","0","0","0","0","0","0","0","0",0
"297","XR_078406","NM_001017930","HGNC:34037","HGNC:31810","0","0","0","0","0","0","0","0","0",0
"298","NM_017726","NM_020689","HGNC:14953","HGNC:10977","0","0","0","0","0","0","0","0","0",0
"299","NM_014357","NM_002272","HGNC:16610","HGNC:6441","0.893","0","0","0.402","0","0","0.481","0.418","0.477",0
"300","NM_032182","NM_001025231","HGNC:28975","HGNC:31823","0","0.174","1","0","0.07","0.067","0","0.172","1",0
"301","NM_001245","NM_033664","HGNC:10875","HGNC:1750","0","0","0","0","0","0","0","0","0",0
"302","NM_005125","NM_001004460","HGNC:1613","HGNC:8161","0","0.139","0","0","0.016","0","0","0.425","0",0
"303","NG_011458","NM_174914","HGNC:16319","HGNC:27266","0","0","0","0","0","0","0","0","0",0
"304","NR_001452","NM_018157","HGNC:31803","HGNC:25555","0","0","0","0","0","0","0","0","0",0
"305","NM_024306","NM_018114","HGNC:21197","HGNC:25536","0","0","0","0","0","0","0","0","0.214",0
"306","NM_144998","NM_003580","HGNC:11422","HGNC:8017","0.337","0.19","1","0.175","0.036","0.067","0.314","0.354","1",0
"307","NR_149353","NM_015952","HGNC:32040","HGNC:20993","0","0","0","0","0","0","0","0","0",0
"308","NR_003035","NM_152366","HGNC:32605","HGNC:28489","0","0","0","0","0","0","0","0","0",0
"309","NM_006364","NM_015669","HGNC:10701","HGNC:8690","0.186","0.602","0","0.087","0.152","0","0.162","0.552","0",0
"310","NM_015983","NM_152398","HGNC:21647","HGNC:28685","0","0","0","0","0","0","0","0","0",0
"311","NM_152434","NM_031450","HGNC:26508","HGNC:28801","0","0","1","0","0","0.067","0","0","1",0
"312","NM_178451","NM_003002","HGNC:21000","HGNC:10683","0","0","0","0","0","0","0","0","0",0
"313","NM_006016","NM_004804","HGNC:1632","HGNC:14280","0.226","0.255","1","0.068","0.063","0.067","0.268","0.45","1",0
"314","NM_006406","NR_145819","HGNC:17169","HGNC:53514","0","0","0","0","0","0","0","0","0",0
"315","NM_015409","NM_182566","HGNC:11958","HGNC:30387","0","0.304","0","0","0.07","0","0.086","0.163","0.477",0
"316","NG_006012","NR_027421","HGNC:1649","HGNC:23668","0","0","0","0","0","0","0","0","0",0
"317","NM_006923","NM_018429","HGNC:10675","HGNC:13652","0","0","0","0","0","0","0","0.092","0",0
"318","NM_016474","NM_032836","HGNC:28033","HGNC:25917","0","0.789","0.23","0","0.099","0.067","0","0.792","0.49",0
"319","NM_005481","NM_024583","HGNC:17556","HGNC:30382","0","0","0","0","0","0","0","0","0",0
"320","NM_001012661","NM_001144995","HGNC:11026","HGNC:35459","0","0","0","0","0","0","0.165","0.276","0",0
"321","NM_019043","NM_021636","HGNC:17379","HGNC:19719","0","0.544","1","0","0.11","0.067","0","0.585","1",0
"322","NM_015265","NM_007173","HGNC:21637","HGNC:14370","0","0.79","0","0","0.153","0","0","0.661","0",0
"323","NM_006391","NM_024888","HGNC:9852","HGNC:23497","0","0","0","0","0","0","0","0","0",0
"324","NM_014412","NM_016094","HGNC:30423","HGNC:24993","0","0","1","0","0","0.067","0","0","1",0
"325","NM_020360","NM_018049","HGNC:16495","HGNC:18211","0","0","0","0","0","0","0","0","0",0
"326","NR_029892","NM_002081","HGNC:31762","HGNC:4449","0","1","0","0","0.243","0","0","1","0",0
"327","NM_006349","NM_207354","HGNC:21688","HGNC:27880","0","0.257","0","0","0.032","0","0","0.422","0",0
"328","NM_015265","NM_015073","HGNC:21637","HGNC:23801","0","0.292","0","0","0.097","0","0","0.401","0",0
"329","NM_012293","NM_138422","HGNC:14966","HGNC:25151","0.208","0.394","0","0.096","0.086","0","0.172","0.498","0",0
"330","NM_145891","NM_012116","HGNC:18222","HGNC:15961","0","0","0.175","0","0","0.049","0.043","0","0.481",0
"331","NM_153354","NM_182575","HGNC:28483","HGNC:28539","0","0","0","0","0","0","0","0","0",0
"332","NM_015982","NM_017509","HGNC:17948","HGNC:20453","0","0","0","0","0","0","0","0","0.214",0
"333","NM_001080143","NM_004123","HGNC:33285","HGNC:4270","0","0","0","0","0","0","0","0","0",0
"334","NM_024755","NM_004579","HGNC:20709","HGNC:6864","0","0","0.572","0","0","0.144","0","0","0.367",0
"335","NM_174889","NM_001306084","HGNC:28086","HGNC:26456","0.512","0.263","0","0.224","0.097","0","0.167","0.514","0",0
"336","NM_021103","NM_006357","HGNC:11879","HGNC:12479","0","0","1","0","0","0.067","0","0","1",0
"337","NM_014570","NM_001256853","HGNC:661","HGNC:44440","0","0","0","0","0","0","0","0","0",0
"338","NM_014432","NM_005135","HGNC:6003","HGNC:10914","0.231","1","0","0.123","0.156","0","0.145","1","0.08",0
"339","NM_175876","NM_178120","HGNC:24659","HGNC:2914","0.197","0.264","0.552","0.086","0.07","0.051","0.181","0.658","0.676",0
"340","NM_001005185","NM_173611","HGNC:15034","HGNC:26773","0","0.139","0","0","0.016","0","0","0.425","0",0
"341","NR_029867","NR_024251","HGNC:31868","HGNC:44097","0","0","0","0","0","0","0","0","0",0
"342","NM_003588","NM_005342","HGNC:2555","HGNC:5004","0.456","0","0.612","0.223","0","0.163","0.46","0","0.793",0
"343","NM_003184","NM_024301","HGNC:11536","HGNC:17997","0.445","0.386","0","0.182","0.086","0","0.334","0.448","0",0
"344","NR_030533","NM_001114357","HGNC:33351","HGNC:34346","0","0","0","0","0","0","0","0","0",0
"345","NR_029691","NM_005638","HGNC:31641","HGNC:11486","0.255","0.5","0.111","0.129","0.117","0.03","0.147","0.583","0.355",0
"346","NG_016722","NM_139353","HGNC:32686","HGNC:11534","0","0","0","0","0","0","0","0","0",0
"347","NM_194325","NM_014293","HGNC:13090","HGNC:7954","0","0","0","0","0","0","0","0","0",0
"348","NR_003047","NM_001007033","HGNC:32717","HGNC:14556","0","0","0","0","0","0","0","0","0",0
"349","NM_014837","NR_027379","HGNC:16792","HGNC:26647","0","0","0","0","0","0","0","0","0",0
"350","NM_177532","NM_006147","HGNC:20796","HGNC:6121","0","0","1","0","0","0.067","0","0","1",0
"351","NM_203288","NM_144664","HGNC:10288","HGNC:28492","0","0.495","1","0","0.12","0.067","0","0.624","1",0
"352","NM_052844","NM_022054","HGNC:28296","HGNC:6275","0","0.099","0","0","0.016","0","0","0.418","0",0
"353","NM_005302","NR_030330","HGNC:4494","HGNC:32798","0","0","0","0","0","0","0","0","0",0
"354","NM_017967","NM_003824","HGNC:26098","HGNC:3573","0","0","1","0","0","0.067","0","0","1",0
"355","NM_052859","NM_001081268","HGNC:30220","HGNC:34407","0","0","0","0","0","0","0","0","0",0
"356","NM_213603","NM_017845","HGNC:27801","HGNC:26036","0","1","0","0","0.184","0","0","1","0.214",0
"357","NM_032957","NM_182533","HGNC:15888","HGNC:26428","0.496","0.697","0.436","0.262","0.177","0.05","0.523","0.746","0.48",0
"358","NM_019083","NG_001332","HGNC:25502","HGNC:12141","0","0","0","0","0","0","0","0","0",0
"359","NM_006678","NM_018369","HGNC:19320","HGNC:24902","0.351","0.099","0","0.128","0.016","0","0.222","0.356","0",0
"360","NG_000002","NG_001333","HGNC:5861","HGNC:12217","0","0","0","0","0","0","0","0","0",0
"361","NM_033318","NM_173462","HGNC:25055","HGNC:19262","0","0","0","0","0","0","0","0","0",0
"362","NM_001001411","NM_133471","HGNC:20429","HGNC:29413","0","0","0","0","0","0","0","0","0.214",0
"363","NM_018264","NM_152356","HGNC:25598","HGNC:23706","0","0","0","0","0","0","0","0","0",0
"364","NM_001003693","NM_014885","HGNC:13933","HGNC:24077","0.065","0.198","0","0.028","0.079","0","0.166","0.347","0",0
"365","NM_015666","NM_006406","HGNC:16239","HGNC:17169","0.175","0.297","0","0.106","0.108","0","0.172","0.429","0.129",0
"366","NM_014603","NM_175900","HGNC:29999","HGNC:26649","0","0","0","0","0","0","0","0","0",0
"367","NM_020649","NG_045217","HGNC:15962","HGNC:49760","0","0","0","0","0","0","0","0","0",0
"368","NM_001010905","NR_030378","HGNC:20960","HGNC:32904","0","0","0","0","0","0","0","0","0",0
"369","NR_145731","NM_019005","HGNC:50434","HGNC:21905","0","0","0","0","0","0","0","0","0",0
"370","NM_152274","NR_145757","HGNC:28434","HGNC:52234","0","0","0","0","0","0","0","0","0",0
"371","NM_176886","NM_022064","HGNC:18876","HGNC:21148","0.077","0.259","0","0.028","0.065","0","0.086","0.331","0",0
"372","NM_016442","NR_003009","HGNC:18173","HGNC:32564","0","0","0","0","0","0","0","0","0",0
"373","NM_018317","NM_199352","HGNC:25624","HGNC:32935","0","0","0","0","0","0","0","0","0",0
"374","NM_080666","NM_001101","HGNC:20489","HGNC:132","0","0","0","0","0","0","0","0","0",0
"375","NM_007363","NM_020127","HGNC:7871","HGNC:12422","0","0.173","0.329","0","0.027","0.036","0.079","0.427","0.497",0
"376","NM_000126","NM_001010898","HGNC:3481","HGNC:31399","0","0.266","0","0","0.091","0","0.099","0.535","0",0
"377","NM_030634","NR_030221","HGNC:20814","HGNC:32131","0","0","0","0","0","0","0","0","0",0
"378","NM_018289","NM_001031854","HGNC:25608","HGNC:34391","0","0","0","0","0","0","0","0","0",0
"379","NM_019083","NM_001304369","HGNC:25502","HGNC:16217","0","0","0","0","0","0","0","0","0",0
"380","NM_198271","NM_001130083","HGNC:6649","HGNC:19195","0","0.755","0","0","0.336","0","0","0.615","0",0
"381","NM_001127213","NM_005183","HGNC:6727","HGNC:1393","0.455","0.604","0","0.139","0.113","0","0.302","0.602","0",0
"382","NM_021020","NM_007353","HGNC:13861","HGNC:4380","0.287","0","1","0.14","0","0.067","0.206","0","1",0
"383","NM_173463","NM_018211","HGNC:25405","HGNC:25577","0","0","0","0","0","0","0","0","0",0
"384","NM_173690","NM_030969","HGNC:26709","HGNC:21384","0.098","0","1","0.045","0","0.067","0.15","0","1",0
"385","NR_030257","NM_178351","HGNC:32530","HGNC:29464","0","0","0","0","0","0","0","0","0",0
"386","NM_177531","NM_152460","HGNC:20313","HGNC:26480","0","0","0","0","0","0","0","0","0",0
"387","NM_013437","NM_005564","HGNC:31708","HGNC:6526","0.382","0.013","0.07","0.131","0.005","0.022","0.275","0.169","0.273",0
"388","NM_004330","NM_015253","HGNC:1083","HGNC:29060","0","0","0","0","0","0","0","0","0",0
"389","NM_014308","NG_001332","HGNC:30035","HGNC:12146","0","0","0","0","0","0","0","0","0",0
"390","NM_018330","NM_001141936","HGNC:29319","HGNC:34437","0","0","0","0","0","0","0","0","0",0
"391","NM_004041","NM_173569","HGNC:711","HGNC:21931","0","0.456","0","0","0.094","0","0","0.526","0",0
"392","NM_001040011","NR_003021","HGNC:31412","HGNC:32665","0","0","0","0","0","0","0","0","0",0
"393","NM_001085423","NM_153708","HGNC:27570","HGNC:28580","0.397","0.052","0","0.22","0.016","0","0.257","0.31","0",0
"394","NM_020185","NR_029841","HGNC:16077","HGNC:31618","0.626","0","0.055","0.318","0","0.03","0.521","0","0.126",0
"395","NM_001134462","NM_005934","HGNC:31839","HGNC:7134","0","0","1","0","0","0.205","0","0","1",0
"396","NM_020192","NM_001136002","HGNC:24857","HGNC:37279","0","0","0","0","0","0","0","0","0",0
"397","NM_152901","NM_144702","HGNC:30261","HGNC:26556","0","0","0","0","0","0","0","0","0",0
"398","NM_001014999","NG_002247","HGNC:20922","HGNC:14702","0","0","0","0","0","0","0","0","0",0
"399","NM_201520","NM_003959","HGNC:31921","HGNC:18415","0","0","0","0","0","0","0","0","0",0
"400","NR_106969","NR_004426","HGNC:50150","HGNC:37500","0","0","0","0","0","0","0","0","0",0
"401","NM_005356","NM_000215","HGNC:6524","HGNC:6193","0.587","0.71","0.546","0.268","0.153","0.169","0.475","0.697","0.77",1
"402","NM_000944","NM_030768","HGNC:9314","HGNC:15566","0","0.624","1","0","0.11","0.067","0","0.704","1",1
"403","NM_001114633","NM_000929","HGNC:9036","HGNC:9038","0.717","1","0","0.411","0.201","0","0.687","1","0",1
"404","NM_004539","NM_024678","HGNC:7643","HGNC:26274","0.84","0.618","1","0.538","0.11","0.78","0.967","0.665","1",1
"405","NM_198442","NM_001128203","HGNC:24791","HGNC:17825","0","0","0","0","0","0","0","0","0",1
"406","NM_002633","NM_018290","HGNC:8905","HGNC:8906","0.93","0.844","0.729","0.533","0.253","0.281","0.832","0.901","0.763",1
"407","NM_002019","NM_005233","HGNC:3763","HGNC:3387","0.57","0.482","0.71","0.24","0.113","0.314","0.491","0.585","0.844",1
"408","NM_002576","NM_182948","HGNC:8590","HGNC:9381","0.585","0.492","0.534","0.262","0.148","0.157","0.556","0.542","0.653",1
"409","NM_001683","NM_001001486","HGNC:815","HGNC:13211","0.595","0.503","1","0.226","0.087","0.559","0.596","0.356","1",1
"410","NM_002715","NM_002717","HGNC:9299","HGNC:9304","0.457","0.6","0.679","0.224","0.184","0.205","0.444","0.614","0.805",1
"411","NM_198516","NM_024642","HGNC:30488","HGNC:19877","0.917","0","0","0.463","0","0","0.96","0.131","0",1
"412","NM_014683","NM_212535","HGNC:13480","HGNC:9395","0.255","0.253","0.545","0.105","0.098","0.132","0.254","0.518","0.724",1
"413","NM_001079807","NM_014224","HGNC:8885","HGNC:8887","1","1","0","0.168","0.491","0","1","1","0",1
"414","NM_054110","NM_198321","HGNC:21531","HGNC:19873","1","1","0","0.547","0.327","0","1","1","0",1
"415","NM_181690","NM_001320","HGNC:393","HGNC:2460","0.547","0","0.567","0.22","0","0.115","0.485","0","0.746",1
"416","NM_001008219","NM_001008218","HGNC:476","HGNC:475","0","1","1","0","0.258","0.067","0","1","1",1
"417","NM_016489","NM_012229","HGNC:17820","HGNC:8022","0.422","1","0.124","0.223","0.175","0.03","0.426","1","0.355",1
"418","NM_006257","NM_080836","HGNC:9410","HGNC:16254","0","0.236","0","0","0.057","0","0","0.414","0",1
"419","NM_001862","NM_001865","HGNC:2269","HGNC:2288","0","0","0","0","0","0","0","0","0",1
"420","NM_002706","NM_152542","HGNC:9276","HGNC:25415","0.311","0.349","1","0.146","0.097","0.067","0.198","0.517","1",1
"421","NM_147128","NM_001206998","HGNC:22316","HGNC:18126","0.893","0.48","1","0.324","0.086","0.436","0.919","0.556","1",1
"422","NM_198442","NM_032562","HGNC:24791","HGNC:18555","0","0","0","0","0","0","0","0","0",1
"423","NM_006741","NM_181678","HGNC:9286","HGNC:9305","0","0","1","0","0","0.067","0","0","1",1
"424","NM_002576","NM_003157","HGNC:8590","HGNC:11399","0.513","0.33","0.464","0.188","0.049","0.147","0.436","0.501","0.547",1
"425","NM_006241","NM_002716","HGNC:9288","HGNC:9303","0.056","0","1","0.028","0","0.067","0.144","0","1",1
"426","NM_015020","NM_002706","HGNC:29149","HGNC:9276","0.681","0.561","1","0.358","0.093","0.067","0.81","0.67","1",1
"427","NM_005808","NM_006241","HGNC:16890","HGNC:9288","0","0","1","0","0","0.067","0.329","0","0.671",1
"428","NM_006241","NM_032192","HGNC:9288","HGNC:9287","0.209","0","0.856","0.096","0","0.355","0.192","0","0.798",1
"429","NM_006257","NM_003157","HGNC:9410","HGNC:11399","0.447","0.513","0.626","0.186","0.086","0.194","0.388","0.713","0.705",1
"430","NM_138361","NM_147128","HGNC:25135","HGNC:22316","1","0.753","1","0.402","0.1","0.436","1","0.735","1",1
"431","NM_001005861","NM_002005","HGNC:10481","HGNC:3657","0.543","0.509","0.286","0.23","0.092","0.067","0.403","0.559","0.467",1
"432","NM_020223","NM_015092","HGNC:22140","HGNC:30045","0.448","0.399","0.665","0.151","0.09","0.142","0.502","0.531","0.734",1
"433","NM_016281","NM_015092","HGNC:18133","HGNC:30045","0.677","0","0.672","0.283","0","0.144","0.516","0","0.691",1
"434","NM_002304","NM_002917","HGNC:6560","HGNC:9974","0.78","1","0","0.379","0.201","0","0.725","1","1",1
"435","NM_002707","NM_000944","HGNC:9278","HGNC:9314","0","0","0","0","0","0","0","0","0",1
"436","NM_001543","NM_004784","HGNC:7680","HGNC:7682","0.927","0","0.8","0.543","0","0.548","0.886","0.131","0.828",1
"437","NM_016395","NM_198402","HGNC:24175","HGNC:9640","0.496","0.599","0.857","0.312","0.156","0.29","0.481","0.675","0.878",1
"438","NM_022467","NM_021615","HGNC:15993","HGNC:6938","0.601","0.813","0.688","0.276","0.252","0.501","0.483","0.714","0.729",1
"439","NM_015654","NM_024662","HGNC:23133","HGNC:29830","0","0.463","1","0","0.176","0.067","0","0.444","1",1
"440","NM_002227","NM_006182","HGNC:6190","HGNC:2731","0.418","0.397","0.615","0.175","0.124","0.189","0.535","0.59","0.678",1
"441","NM_006282","NM_002577","HGNC:11408","HGNC:8591","0.686","0.552","0.677","0.241","0.07","0.184","0.682","0.658","0.781",1
"442","NM_024837","NM_005603","HGNC:13536","HGNC:3706","0.488","0.751","0","0.168","0.18","0","0.328","0.784","0",1
"443","YP_003024037","NM_021074","HGNC:7462","HGNC:7717","0.667","1","0","0.361","0.371","0","0.691","1","0",1
"444","NM_002739","NM_001626","HGNC:9402","HGNC:392","0.433","0.575","0.535","0.196","0.125","0.197","0.342","0.64","0.606",1
"445","NM_002717","NM_001009552","HGNC:9304","HGNC:9300","0.439","0.841","0.707","0.197","0.32","0.199","0.485","0.864","0.812",1
"446","NM_181710","NM_001206998","HGNC:17726","HGNC:18126","1","0.511","1","0.359","0.152","0.067","1","0.285","1",1
"447","NM_001002837","NM_016532","HGNC:8956","HGNC:33882","0.276","0.661","1","0.135","0.163","0.067","0.244","0.712","1",1
"448","NM_005262","NM_181701","HGNC:4236","HGNC:30249","0","0.407","0","0","0.089","0","0","0.685","0",1
"449","NM_001042600","NM_007174","HGNC:6863","HGNC:1985","0.125","1","0.683","0.056","0.098","0.17","0.195","1","0.807",1
"450","NM_015879","NM_001004470","HGNC:14269","HGNC:23317","0.884","1","1","0.461","0.327","0.521","0.903","1","1",1
"451","NM_000929","NM_014589","HGNC:9038","HGNC:13414","0.843","1","0","0.513","0.201","0","0.82","1","0",1
"452","NM_001631","NM_000478","HGNC:437","HGNC:438","0.148","0.936","0.472","0.065","0.169","0.096","0.278","0.804","0.564",1
"453","NM_182948","NM_002739","HGNC:9381","HGNC:9402","0.541","0.365","0.276","0.235","0.095","0.148","0.442","0.469","0.393",1
"454","NM_005167","NM_000945","HGNC:20785","HGNC:9317","0","0","0","0","0","0","0","0","0",1
"455","NM_016281","NM_006852","HGNC:18133","HGNC:11842","0.663","0","0.705","0.226","0","0.142","0.554","0","0.681",1
"456","NM_000846","NM_000561","HGNC:4627","HGNC:4632","0.577","0.751","0.562","0.347","0.176","0.239","0.62","0.687","0.751",1
"457","NM_014554","NM_015571","HGNC:17927","HGNC:20944","0.573","0.595","0.906","0.3","0.113","0.369","0.528","0.632","0.741",1
"458","NM_004482","NM_003774","HGNC:4125","HGNC:4126","0.784","0.94","0.891","0.489","0.275","0.479","0.804","0.915","0.927",1
"459","NM_002019","NM_017449","HGNC:3763","HGNC:3393","0.597","0.478","0.612","0.263","0.107","0.269","0.504","0.589","0.761",1
"460","NM_174953","NM_001681","HGNC:813","HGNC:812","0.561","0.862","0","0.245","0.338","0","0.567","0.83","0",1
"461","NM_020526","NM_002019","HGNC:3391","HGNC:3763","0.661","0.461","0.749","0.293","0.103","0.463","0.614","0.572","0.812",1
"462","NM_014225","NM_145049","HGNC:9302","HGNC:28110","1","0.48","0.416","0.385","0.096","0.045","1","0.563","0.618",1
"463","YP_003024037","YP_003024027","HGNC:7462","HGNC:7456","1","1","0","0.541","0.371","0","1","1","0",1
"464","NM_001005861","NM_003328","HGNC:10481","HGNC:12434","0.423","0.591","0.271","0.17","0.059","0.033","0.328","0.686","0.446",1
"465","NM_182948","NM_001626","HGNC:9381","HGNC:392","0.448","0.564","0.76","0.179","0.136","0.189","0.469","0.582","0.821",1
"466","NM_002887","NM_020320","HGNC:9870","HGNC:21406","1","0.551","0.496","0.538","0.153","0.289","1","0.659","0.597",1
"467","NM_005406","NM_014683","HGNC:10251","HGNC:13480","0.235","0.253","0.801","0.099","0.098","0.213","0.223","0.518","0.907",1
"468","NM_004482","NM_001168368","HGNC:4125","HGNC:23233","0.715","0","1","0.468","0","0.6","0.752","0","1",1
"469","NM_006241","NM_021003","HGNC:9288","HGNC:9275","0.289","0","0.37","0.096","0","0.034","0.553","0","0.508",1
"470","NM_001266","NM_145024","HGNC:1863","HGNC:26459","0","0","0","0","0","0","0","0","0",1
"471","NM_014683","NM_001626","HGNC:13480","HGNC:392","0.211","0.253","0.836","0.088","0.098","0.161","0.224","0.518","0.83",1
"472","NM_001690","NM_001693","HGNC:851","HGNC:854","0.903","0.866","0","0.435","0.216","0","0.868","0.877","0",1
"473","NM_000851","NM_000848","HGNC:4637","HGNC:4634","0.32","0.782","0.698","0.189","0.257","0.215","0.388","0.803","0.77",1
"474","NM_002641","NM_153681","HGNC:8957","HGNC:3046","0.847","0.897","1","0.486","0.432","0.737","0.815","0.843","1",1
"475","NM_002739","NM_007174","HGNC:9402","HGNC:1985","0.251","0.661","0.459","0.114","0.109","0.169","0.236","0.684","0.543",1
"476","NM_005163","NM_212535","HGNC:391","HGNC:9395","0.569","0.854","0.478","0.255","0.133","0.13","0.495","0.826","0.659",1
"477","NM_000300","NM_001128203","HGNC:9031","HGNC:17825","0.668","0.244","0.594","0.365","0.062","0.332","0.658","0.565","0.662",1
