RefSeq1,RefSeq2,gene1,gene2,label
NM_001039614,NM_016061,HGNC:33753,HGNC:18329,0
NM_001079,NM_001031665,HGNC:12858,HGNC:26995,0
NG_009335,NR_049821,HGNC:37801,HGNC:43515,0
NM_020350,NM_015431,HGNC:13539,HGNC:24150,0
NM_001039083,NM_173822,HGNC:32387,HGNC:28593,0
NM_018672,NM_198181,HGNC:35,HGNC:37229,0
NR_003203.1,NM_004797,HGNC:32998,HGNC:13633,0
NM_002598,NM_054028,HGNC:8762,HGNC:15546,0
NM_015908,NM_001689,HGNC:24101,HGNC:843,0
NM_003170,NR_028379,HGNC:11470,HGNC:37190,0
NM_144647,NM_015911,HGNC:28375,HGNC:28028,0
NM_001164404,NM_198441,HGNC:32206,HGNC:24754,0
NM_018119,NM_022912,HGNC:30347,HGNC:25786,0
NM_001004753,NM_020382,HGNC:15197,HGNC:29489,0
NM_199054,NM_212552,HGNC:7111,HGNC:24415,0
NM_017734,NM_053275,HGNC:15846,HGNC:10371,0
NM_153232,NM_001821,HGNC:28292,HGNC:1941,0
NM_014271,NM_152602,HGNC:5996,HGNC:20811,0
NM_014925,NM_013349,HGNC:29167,HGNC:30384,0
NM_005869,NM_178505,HGNC:10664,HGNC:28550,0
NM_001913,NM_000998,HGNC:2557,HGNC:10348,0
NG_012782,NM_003136,HGNC:34294,HGNC:11301,0
NM_003047,NM_018957,HGNC:11071,HGNC:10824,0
NM_181454,NM_145038,HGNC:16686,HGNC:24245,0
NM_003385,NR_030392,HGNC:12722,HGNC:32912,0
NM_014431,NM_001024678,HGNC:23530,HGNC:28947,0
NM_176881,NG_001019,HGNC:18886,HGNC:5553,0
NM_001080444,NM_018292,HGNC:5952,HGNC:21020,0
NM_001190472,NM_014043,HGNC:37157,HGNC:24537,0
NM_017569,NM_019073,HGNC:20596,HGNC:18309,0
NR_002973,NM_023936,HGNC:32633,HGNC:16618,0
NM_012375,NM_138575,HGNC:8318,HGNC:28763,0
NM_015161,NM_004326,HGNC:697,HGNC:1008,0
NR_037511,NM_001145643,HGNC:38907,HGNC:37226,0
NM_152721,NM_000396,HGNC:28301,HGNC:2536,0
NM_001344,NM_001004342,HGNC:2664,HGNC:31859,0
NM_172220,NM_014012,HGNC:2438,HGNC:15922,0
NM_001099334,NM_005740,HGNC:34352,HGNC:2955,0
NM_005338,"NM_000633, NM_000657",HGNC:4913,HGNC:990,0
NM_025215,NM_016292,HGNC:15508,HGNC:16264,0
NM_001014980,NM_024967,HGNC:32308,HGNC:25669,0
NR_030760,NM_139178,HGNC:33679,HGNC:30141,0
NM_138343,NM_139171,HGNC:21624,HGNC:18066,0
NM_005813,NM_014772,HGNC:9408,HGNC:23925,0
NR_002754,NM_001145250,HGNC:10215,HGNC:30690,0
NM_031466,NM_080825,HGNC:30832,HGNC:16137,0
NM_025075,NM_001005487,HGNC:29874,HGNC:14999,0
NM_032208,NM_152588,HGNC:21014,HGNC:25440,0
NM_021603,NM_138390,HGNC:4026,HGNC:25130,0
NM_031491,NM_057177,HGNC:15847,HGNC:14446,0
NM_144726,NM_024565,HGNC:20853,HGNC:25876,0
NM_015557,NM_001538,HGNC:16816,HGNC:5227,0
NM_031443,NM_018017,HGNC:21708,HGNC:24349,0
NM_024946,NM_004879,HGNC:29856,HGNC:13276,0
NM_153183,NM_005946,HGNC:17621,HGNC:7393,0
NM_016058,NG_032075,HGNC:24259,HGNC:32263,0
NM_006608,NM_001024678,HGNC:8939,HGNC:28947,0
NM_052853,NG_000002,HGNC:19039,HGNC:5895,0
NM_018091,NM_032129,HGNC:20696,HGNC:25284,0
NM_152908,NM_016948,HGNC:26439,HGNC:15943,0
NM_080720,NM_033445,HGNC:14455,HGNC:20507,0
NM_018217,NM_145119,HGNC:15877,HGNC:16648,0
NM_173794,NM_203309,HGNC:28746,HGNC:16761,0
NM_001001924,NM_000806.5,HGNC:29789,HGNC:4075,0
NM_020814,NM_014500,HGNC:29269,HGNC:5276,0
NM_004477,NM_024031,HGNC:3954,HGNC:28458,0
NM_173676,NM_015038,HGNC:21246,HGNC:29111,0
NM_021822,NM_020358,HGNC:17357,HGNC:13431,0
NM_005354,NM_001105,HGNC:6206,HGNC:171,0
NM_032844,NM_033107,HGNC:19042,HGNC:25106,0
NR_003706,NR_040248,HGNC:33617,HGNC:37149,0
NM_001195129,NM_024780,HGNC:39433,HGNC:22999,0
NR_027160,NM_005427,HGNC:28619,HGNC:12003,0
NM_017918,NM_181847,HGNC:26076,HGNC:24073,0
NM_013347,NM_199261,HGNC:30305,HGNC:12023,0
NM_012456,NR_030397,HGNC:11814,HGNC:32916,0
NM_013304,NM_001009931,HGNC:17916,HGNC:20846,0
NM_001295,NM_033129,HGNC:1602,HGNC:15952,0
NG_005419,NM_001080461,HGNC:12456,HGNC:33194,0
NM_014183,NM_013281,HGNC:15468,HGNC:3762,0
NM_001848,NM_000927,HGNC:2211,HGNC:40,0
NM_199340,NM_003405,HGNC:32427,HGNC:12853,0
NM_001007122,NM_001282493,HGNC:18024,HGNC:38652,0
NM_001001665,NM_057169,HGNC:33480,HGNC:4273,0
NM_001080824,NR_003354.1,HGNC:27013,HGNC:33058,0
NM_182546,NR_002571,HGNC:28499,HGNC:10208,0
NM_002102,NM_144637,HGNC:4705,HGNC:20713,0
NM_032299,NM_174921,HGNC:28409,HGNC:27321,0
NM_030759,NM_001004478,HGNC:19692,HGNC:14996,0
NR_003007,NM_003906,HGNC:32581,HGNC:6946,0
NM_012067,NM_001136026,HGNC:390,HGNC:10697,0
NM_000021,NM_152558,HGNC:9508,HGNC:29171,0
NM_031452,NM_177966,HGNC:31022,HGNC:25386,0
NM_144590,NM_000090,HGNC:28321,HGNC:2201,0
NM_005338,NM_012314,HGNC:4913,HGNC:6336,0
NM_017894,NM_032223,HGNC:20994,HGNC:18760,0
NM_033211,NM_014280,HGNC:25052,HGNC:15470,0
NM_000544,NM_024745,HGNC:44,HGNC:29547,0
NM_207189,NM_001042522,HGNC:1105,HGNC:31041,0
NM_139355,NM_152523,HGNC:6906,HGNC:26868,0
NM_001256686,NM_012430,HGNC:2458,HGNC:20260,0
NM_004114,NM_153364,HGNC:3670,HGNC:28594,0
NM_139353,NM_001004303,HGNC:11534,HGNC:27295,0
NM_016612,NM_004635,HGNC:29786,HGNC:6888,0
NM_173493,NM_006170,HGNC:20686,HGNC:7867,0
NM_138356,NM_207644,HGNC:25116,HGNC:33155,0
NM_001101337,NM_016831,HGNC:37259,HGNC:8847,0
NG_029079,NM_002258,HGNC:19579,HGNC:6373,0
NM_015032,NM_007187,HGNC:20418,HGNC:12739,0
NM_152694,NR_003587,HGNC:22997,HGNC:14083,0
NM_033260,NM_138426,HGNC:20951,HGNC:18713,0
NM_001012728,NM_003440,HGNC:32166,HGNC:12925,0
NM_001232,NM_001085423,HGNC:1513,HGNC:27570,0
NR_029633,NM_003602,HGNC:31597,HGNC:3722,0
NR_003341,NR_003305.1,HGNC:33093,HGNC:33032,0
NM_018381,NM_032816,HGNC:25649,HGNC:25907,0
NM_152404,NM_001271870,HGNC:26625,HGNC:35237,0
NM_006296,NM_019057,HGNC:12719,HGNC:25524,0
NM_153221,NM_001159542,HGNC:24213,HGNC:9223,0
NR_002602,NM_019617,HGNC:10166,HGNC:23217,0
NG_001333,NM_005016,HGNC:12216,HGNC:8648,0
NM_003473,NM_178012,HGNC:11357,HGNC:30829,0
NM_032135,NM_031308,HGNC:20494,HGNC:15577,0
NM_018927,NM_032476,HGNC:8714,HGNC:14051,0
NM_174912,NM_016438,HGNC:26440,HGNC:24318,0
NM_017447,NM_152503,HGNC:16459,HGNC:16125,0
NM_024848,NR_030302,HGNC:25852,HGNC:32832,0
NM_033045,NR_024230,HGNC:6461,HGNC:34318,0
NM_153246,NR_002576,HGNC:28692,HGNC:32611,0
NM_032571,NM_145648,HGNC:23647,HGNC:23090,0
NM_002866,NR_003197.1,HGNC:9777,HGNC:32993,0
NM_133460,NM_007363,HGNC:20647,HGNC:7871,0
NR_024166,NM_173348,HGNC:28586,HGNC:29162,0
NM_024792,NM_018713,HGNC:29646,HGNC:25355,0
NM_018165,NM_002945,HGNC:30064,HGNC:10289,0
NM_138378,NM_006799,HGNC:25110,HGNC:9485,0
NM_015060,"NM_004580, NM_183236",HGNC:28994,HGNC:9766,0
NM_001351574,NM_001039360,HGNC:53433,HGNC:31700,0
NR_003697,NM_152652,HGNC:27797,HGNC:13114,0
NR_146178,NM_001099851,HGNC:34080,HGNC:29485,0
NM_005647,NM_144582,HGNC:11585,HGNC:30712,0
NM_014034,NM_015704,HGNC:20995,HGNC:24577,0
NM_000640,NM_138445,HGNC:5975,HGNC:21718,0
NM_009586,NM_024078,HGNC:10883,HGNC:28461,0
NM_033060,NM_024556,HGNC:18907,HGNC:26110,0
NM_018180,NM_001005179,HGNC:16717,HGNC:14791,0
NM_018480,NM_014617,HGNC:30883,HGNC:2408,0
NM_001201,NM_015391,HGNC:1070,HGNC:24540,0
NM_016239,NM_016454,HGNC:7594,HGNC:28032,0
NG_001333,NM_001005738,HGNC:12223,HGNC:3827,0
NM_001104586,NG_001019,HGNC:14435,HGNC:5577,0
NM_182560,NR_003074,HGNC:26375,HGNC:32754,0
NM_033177,NM_001093725,HGNC:13920,HGNC:33482,0
NM_198525,NM_018249,HGNC:30497,HGNC:18672,0
NM_001099434,NR_031706,HGNC:32576,HGNC:35371,0
NM_052909,NM_020957,HGNC:29399,HGNC:14546,0
NM_002160,NM_001010897,HGNC:5318,HGNC:20607,0
NM_015909,NM_001202439,HGNC:15625,HGNC:42400,0
NR_103535,NM_020535,HGNC:31983,HGNC:16345,0
NR_003054,NM_032563,HGNC:32726,HGNC:16615,0
NM_007271,NM_017983,HGNC:17847,HGNC:25471,0
NM_019118,NM_001010977,HGNC:28837,HGNC:33717,0
NM_203298,NM_052951,HGNC:23518,HGNC:16160,0
NM_018344,NR_024377,HGNC:23096,HGNC:15801,0
NM_181807,NM_015077,HGNC:20625,HGNC:17074,0
NM_001101376,NM_001002918,HGNC:34347,HGNC:8482,0
NM_015492,NM_003062,HGNC:24497,HGNC:11087,0
NM_004006,NM_017836,HGNC:2928,HGNC:31046,0
NM_024935,NM_001547,HGNC:31042,HGNC:5409,0
NM_001130677,NM_001290079,HGNC:34493,HGNC:24975,0
NM_032052,NM_004126,HGNC:13071,HGNC:4403,0
NM_005445,NM_003240,HGNC:2468,HGNC:3122,0
NM_005951,NM_006989,HGNC:7400,HGNC:23181,0
NM_198475,NM_181654,HGNC:30480,HGNC:24330,0
NM_001643,NM_001636,HGNC:601,HGNC:10992,0
NM_030810,NM_001291380,HGNC:21073,HGNC:13262,0
NG_001019,NM_001025265,HGNC:5588,HGNC:33713,0
NM_000686,NM_018132,HGNC:338,HGNC:21347,0
NM_005502,NM_173827,HGNC:29,HGNC:26801,0
NM_032303,NM_001010852,HGNC:18572,HGNC:23046,0
NM_022134,NM_139025,HGNC:24869,HGNC:1366,0
NM_016640,NM_001288951,HGNC:8769,HGNC:19750,0
NM_017515,NM_032865,HGNC:23615,HGNC:24352,0
NM_002949,NM_033413,HGNC:10378,HGNC:25047,0
NM_052902,NM_020356,HGNC:19184,HGNC:15878,0
NM_006873,NM_152504,HGNC:17003,HGNC:26318,0
NM_032816,NM_002882,HGNC:25907,HGNC:9847,0
NM_014789,NM_014020,HGNC:29084,HGNC:29596,0
NM_017679,NM_205768,HGNC:14347,HGNC:13030,0
NM_018288,NM_002908,HGNC:18250,HGNC:9954,0
NM_003133,NM_017629,HGNC:11304,HGNC:18424,0
NM_003130,NM_015492,HGNC:11292,HGNC:24497,0
NM_001005204,NM_021954,HGNC:19611,HGNC:4277,0
NM_152440,NM_003808,HGNC:26517,HGNC:11928,0
NM_004258,NM_001008536,HGNC:5949,HGNC:31796,0
NM_080914,NM_002007,HGNC:743,HGNC:3682,0
NM_152695,NM_018368,HGNC:21039,HGNC:23038,0
NR_002579,NM_001030001,HGNC:32734,HGNC:10419,0
NM_001476,NM_152586,HGNC:4103,HGNC:23513,0
NM_198471,NM_001707,HGNC:24796,HGNC:1005,0
NM_001003443,NM_005341,HGNC:14786,HGNC:4930,0
NM_080662,NM_019612,HGNC:20208,HGNC:28835,0
NM_001278559,NM_002054,HGNC:13843,HGNC:4191,0
NM_004470,NM_174941,HGNC:3718,HGNC:30375,0
NM_175614,NM_016338,HGNC:20371,HGNC:20628,0
NM_032372,NM_212554,HGNC:23468,HGNC:33787,0
NM_031885,NM_025058,HGNC:967,HGNC:19019,0
NM_014341,NM_004718,HGNC:17586,HGNC:2289,0
NM_001417,NM_174903,HGNC:3285,HGNC:23235,0
NR_145720,NM_001040448,HGNC:52216,HGNC:18108,0
NM_003775,NR_027317,HGNC:3170,HGNC:32674,0
NM_198458,NM_018115,HGNC:23714,HGNC:25537,0
NR_146617,NM_001001852,HGNC:26447,HGNC:19310,0
NM_032334,NR_029599,HGNC:28224,HGNC:31628,0
NM_017933,NM_015309,HGNC:26084,HGNC:29008,0
NM_000567,NM_002819,HGNC:2367,HGNC:9583,0
NM_001042517,NM_080672,HGNC:15480,HGNC:15833,0
NM_022006,NR_000010,HGNC:4034,HGNC:10097,0
NM_203347,NM_024556,HGNC:33777,HGNC:26110,0
NR_004400,NM_019105,HGNC:37496,HGNC:11976,0
NR_001295,NM_003602,HGNC:32773,HGNC:3722,0
NM_021646,NM_178462,HGNC:23716,HGNC:16210,0
NM_183372,NM_002343,HGNC:31993,HGNC:6720,0
NM_024071,NM_000513,HGNC:20760,HGNC:4206,0
NR_023380,NM_152778,HGNC:29073,HGNC:28486,0
NM_178153,NM_001003,HGNC:2714,HGNC:10372,0
NM_004525,NM_022452,HGNC:6694,HGNC:20442,0
NM_182580,NR_004436,HGNC:26804,HGNC:34305,0
NM_003741,NM_003389,HGNC:1949,HGNC:2255,0
NR_030346,NM_015009,HGNC:32872,HGNC:17704,0
NG_001333,NM_152994,HGNC:12165,HGNC:30595,0
NR_030614,NM_001188,HGNC:33659,HGNC:949,0
NM_020443,NM_152448,HGNC:15989,HGNC:28520,0
NM_001282136,NR_026936,HGNC:43638,HGNC:24687,0
NM_001156,NM_172218,HGNC:545,HGNC:11212,0
NM_024602,NM_032856,HGNC:26117,HGNC:25928,0
NM_002143,NM_001122965,HGNC:5144,HGNC:26809,0
NM_031216,NM_145660,HGNC:30379,HGNC:14867,0
NR_002444,NM_177441,HGNC:10223,HGNC:28459,0
NM_003827,NM_006675,HGNC:7641,HGNC:21640,0
NM_181536,NM_032436,HGNC:21716,HGNC:20311,0
NR_145734,NM_001005217,HGNC:52232,HGNC:19136,0
NM_144597,NM_198055,HGNC:28443,HGNC:13108,0
NM_020185,NR_145762,HGNC:16077,HGNC:52200,0
NM_002114,NM_002240,HGNC:4920,HGNC:6267,0
NM_012412,NM_004642,HGNC:20664,HGNC:14002,0
NM_001355522,NM_133474,HGNC:53449,HGNC:29425,0
NM_015921,NM_144604,HGNC:21101,HGNC:25091,0
NM_175735,NR_145733,HGNC:29615,HGNC:52246,0
NM_001268,NM_004357,HGNC:1914,HGNC:1630,0
NM_207371,NM_016653,HGNC:32697,HGNC:17797,0
NM_138575,NR_030621,HGNC:28763,HGNC:33666,0
NM_006369,NM_018295,HGNC:16917,HGNC:21870,0
NR_030223,NM_003885,HGNC:32133,HGNC:1775,0
NM_005462,NM_001005483,HGNC:6812,HGNC:14745,0
NM_003335,NG_032737,HGNC:12471,HGNC:43618,0
NM_004228,NM_007046,HGNC:9502,HGNC:19880,0
NM_005731,NM_005325,HGNC:705,HGNC:4715,0
NM_000732,NM_032892,HGNC:1673,HGNC:28214,0
NM_002497,NM_032859,HGNC:7745,HGNC:20293,0
NM_001131,NM_004843,HGNC:304,HGNC:17290,0
NM_012117,NG_001333,HGNC:1555,HGNC:12210,0
NM_025235,NM_001085429,HGNC:15677,HGNC:27220,0
NM_002139,NM_024330,HGNC:9910,HGNC:10997,0
NR_029667,NM_182760,HGNC:31501,HGNC:20376,0
NM_025027,NM_030572,HGNC:25879,HGNC:28139,0
NM_178433,NM_080669,HGNC:29462,HGNC:30521,0
NM_002184,NR_026551,HGNC:6021,HGNC:29544,0
NR_030639,NM_152641,HGNC:33686,HGNC:18037,0
NM_032598,NM_015201,HGNC:30705,HGNC:15519,0
NR_030335,NM_153380,HGNC:32860,HGNC:13107,0
NR_145822,NM_020820,HGNC:53516,HGNC:32594,0
NM_152647,NG_001332,HGNC:26543,HGNC:12114,0
NR_029911,NM_012310,HGNC:31790,HGNC:13339,0
NG_005142,NM_198542,HGNC:31976,HGNC:30487,0
NG_001333,NM_015658,HGNC:12228,HGNC:24517,0
NM_032433,NM_014240,HGNC:15624,HGNC:6612,0
NM_003106,NM_006573,HGNC:11195,HGNC:11929,0
NM_006374,NM_021259,HGNC:11404,HGNC:17205,0
NM_002831,NM_001103161,HGNC:9658,HGNC:28819,0
NM_001135659,NG_000861,HGNC:8008,HGNC:4292,0
NM_207454,NM_001242680,HGNC:34412,HGNC:32464,0
NM_024778,NM_006658,HGNC:21152,HGNC:16973,0
NM_203296,NM_012430,HGNC:16278,HGNC:20260,0
NM_012253,NM_003935,HGNC:11835,HGNC:11993,0
NM_152335,NM_004888,HGNC:26763,HGNC:864,0
NG_008380,NR_003334,HGNC:31685,HGNC:33086,0
NM_152306,NM_002763,HGNC:12557,HGNC:9459,0
NM_015310,NM_199350,HGNC:19093,HGNC:23677,0
NM_014409,NM_138376,HGNC:17304,HGNC:19274,0
NM_004554,NM_017880,HGNC:7778,HGNC:26056,0
NR_029490,NM_182610,HGNC:31575,HGNC:25394,0
NM_033557,NM_001080483,HGNC:30511,HGNC:33778,0
NM_016153,NM_020354,HGNC:29603,HGNC:19745,0
NM_022135,NR_038199,HGNC:17648,HGNC:48649,0
NM_001012980,NM_001128636,HGNC:27992,HGNC:33154,0
NM_024069,NM_001085481,HGNC:28420,HGNC:34390,0
NR_003691,NM_032029,HGNC:33555,HGNC:24692,0
NM_004732,NM_001099678,HGNC:6230,HGNC:26968,0
NM_001004462,NM_004545,HGNC:14809,HGNC:7695,0
NR_029840,NM_006595,HGNC:31637,HGNC:594,0
NM_172003,NM_014056,HGNC:17907,HGNC:29527,0
NM_001354473,NM_019597,HGNC:48576,HGNC:5042,0
NM_178568,NM_006101,HGNC:21329,HGNC:16909,0
NM_024090,NM_207111,HGNC:15829,HGNC:21698,0
NM_032790,NM_138793,HGNC:25896,HGNC:19721,0
NR_030212,NM_001010912,HGNC:32122,HGNC:25707,0
NM_018565,NM_001145440,HGNC:23231,HGNC:33908,0
NM_080593,NM_012206,HGNC:13954,HGNC:17866,0
NM_198976,NM_173512,HGNC:15934,HGNC:26836,0
NM_019084,NM_015122,HGNC:23434,HGNC:29002,0
NM_024053,NM_212555,HGNC:18352,HGNC:32249,0
NM_001130059,NR_036157,HGNC:792,HGNC:38230,0
NM_201599,NM_017845,HGNC:13054,HGNC:26036,0
NM_002874,NM_001190489,HGNC:9813,HGNC:37164,0
NM_183378,NM_032487,HGNC:23080,HGNC:24022,0
NM_032490,NM_003016,HGNC:20356,HGNC:10783,0
NM_005788,NM_005815,HGNC:30163,HGNC:20878,0
NM_016219,NM_003082,HGNC:6823,HGNC:11134,0
NM_022750,NM_005070,HGNC:21919,HGNC:11029,0
NR_002737,NM_022094,HGNC:10210,HGNC:24229,0
"NM_057749, NM_004702",NM_016089,HGNC:1590,HGNC:16747,0
NM_002948,NM_197978,HGNC:10306,HGNC:17509,0
NM_199072,NM_013438,HGNC:28870,HGNC:12508,0
NM_001318792,NM_024036,HGNC:17735,HGNC:28456,0
NG_001019,NM_020684,HGNC:5650,HGNC:23082,0
NM_178126,NM_172251,HGNC:27258,HGNC:16685,0
NM_018184,NR_003086,HGNC:25564,HGNC:28120,0
NM_001042517,NG_001019,HGNC:15480,HGNC:5581,0
NM_002086,NR_001295,HGNC:4566,HGNC:32773,0
NM_005483,NM_004486,HGNC:1910,HGNC:4425,0
NM_001659,NM_001010857,HGNC:654,HGNC:32046,0
NM_025098,NM_001039884,HGNC:23248,HGNC:33875,0
NM_057161,NM_030578,HGNC:20704,HGNC:28636,0
NM_017846,NR_027021,HGNC:30813,HGNC:16458,0
NM_014469,NM_014894,HGNC:17886,HGNC:20152,0
NM_005462,NM_173081,HGNC:6812,HGNC:30964,0
NM_001367868,NM_006758,HGNC:29393,HGNC:12453,0
NM_001171155,NM_144707,HGNC:40038,HGNC:20685,0
NM_145230,NM_016090,HGNC:21723,HGNC:9904,0
